season,round,raceId,circuitId,driverId,constructorId,grid,position,positionText,points,laps,status,timeMillis,time
2001,1,Australian Grand Prix 2001,albert_park,michael_schumacher,ferrari,1,1,1,10.0,58,Finished,5906533,1:38:26.533
2001,1,Australian Grand Prix 2001,albert_park,coulthard,mclaren,6,2,2,6.0,58,Finished,5908250,+1.717
2001,1,Australian Grand Prix 2001,albert_park,barrichello,ferrari,2,3,3,4.0,58,Finished,5940024,+33.491
2001,1,Australian Grand Prix 2001,albert_park,heidfeld,sauber,10,4,4,3.0,58,Finished,5978012,+1:11.479
2001,1,Australian Grand Prix 2001,albert_park,frentzen,jordan,4,5,5,2.0,58,Finished,5979340,+1:12.807
2001,1,Australian Grand Prix 2001,albert_park,raikkonen,sauber,13,6,6,1.0,58,Finished,5990676,+1:24.143
2001,1,Australian Grand Prix 2001,albert_park,panis,bar,9,7,7,0.0,58,Finished,5993583,+1:27.050
2001,1,Australian Grand Prix 2001,albert_park,burti,jaguar,21,8,8,0.0,57,+1 Lap,,
2001,1,Australian Grand Prix 2001,albert_park,alesi,prost,14,9,9,0.0,57,+1 Lap,,
2001,1,Australian Grand Prix 2001,albert_park,verstappen,arrows,15,10,10,0.0,57,+1 Lap,,
2001,1,Australian Grand Prix 2001,albert_park,irvine,jaguar,12,11,11,0.0,57,+1 Lap,,
2001,1,Australian Grand Prix 2001,albert_park,alonso,minardi,19,12,12,0.0,56,+2 Laps,,
2001,1,Australian Grand Prix 2001,albert_park,fisichella,benetton,17,13,13,0.0,55,+3 Laps,,
2001,1,Australian Grand Prix 2001,albert_park,button,benetton,16,14,R,0.0,52,Electrical,,
2001,1,Australian Grand Prix 2001,albert_park,montoya,williams,11,15,R,0.0,40,Engine,,
2001,1,Australian Grand Prix 2001,albert_park,trulli,jordan,7,16,R,0.0,38,Engine,,
2001,1,Australian Grand Prix 2001,albert_park,hakkinen,mclaren,3,17,R,0.0,25,Suspension,,
2001,1,Australian Grand Prix 2001,albert_park,ralf_schumacher,williams,5,18,R,0.0,4,Collision,,
2001,1,Australian Grand Prix 2001,albert_park,villeneuve,bar,8,19,R,0.0,4,Collision,,
2001,1,Australian Grand Prix 2001,albert_park,marques,minardi,22,20,R,0.0,3,Battery,,
2001,1,Australian Grand Prix 2001,albert_park,bernoldi,arrows,18,21,R,0.0,2,Spun off,,
2001,1,Australian Grand Prix 2001,albert_park,mazzacane,prost,20,22,R,0.0,0,Brakes,,
2001,2,Malaysian Grand Prix 2001,sepang,michael_schumacher,ferrari,1,1,1,10.0,55,Finished,6454801,1:47:34.801
2001,2,Malaysian Grand Prix 2001,sepang,barrichello,ferrari,2,2,2,6.0,55,Finished,6478461,+23.660
2001,2,Malaysian Grand Prix 2001,sepang,coulthard,mclaren,8,3,3,4.0,55,Finished,6483356,+28.555
2001,2,Malaysian Grand Prix 2001,sepang,frentzen,jordan,9,4,4,3.0,55,Finished,6501344,+46.543
2001,2,Malaysian Grand Prix 2001,sepang,ralf_schumacher,williams,3,5,5,2.0,55,Finished,6503034,+48.233
2001,2,Malaysian Grand Prix 2001,sepang,hakkinen,mclaren,4,6,6,1.0,55,Finished,6503407,+48.606
2001,2,Malaysian Grand Prix 2001,sepang,verstappen,arrows,18,7,7,0.0,55,Finished,6536361,+1:21.560
2001,2,Malaysian Grand Prix 2001,sepang,trulli,jordan,5,8,8,0.0,54,+1 Lap,,
2001,2,Malaysian Grand Prix 2001,sepang,alesi,prost,13,9,9,0.0,54,+1 Lap,,
2001,2,Malaysian Grand Prix 2001,sepang,burti,jaguar,15,10,10,0.0,54,+1 Lap,,
2001,2,Malaysian Grand Prix 2001,sepang,button,benetton,17,11,11,0.0,53,+2 Laps,,
2001,2,Malaysian Grand Prix 2001,sepang,mazzacane,prost,19,12,12,0.0,53,+2 Laps,,
2001,2,Malaysian Grand Prix 2001,sepang,alonso,minardi,21,13,13,0.0,52,+3 Laps,,
2001,2,Malaysian Grand Prix 2001,sepang,marques,minardi,20,14,14,0.0,51,+4 Laps,,
2001,2,Malaysian Grand Prix 2001,sepang,fisichella,benetton,16,15,R,0.0,31,Fuel pressure,,
2001,2,Malaysian Grand Prix 2001,sepang,villeneuve,bar,7,16,R,0.0,3,Spun off,,
2001,2,Malaysian Grand Prix 2001,sepang,heidfeld,sauber,11,17,R,0.0,3,Spun off,,
2001,2,Malaysian Grand Prix 2001,sepang,bernoldi,arrows,22,18,R,0.0,3,Spun off,,
2001,2,Malaysian Grand Prix 2001,sepang,montoya,williams,6,19,R,0.0,3,Spun off,,
2001,2,Malaysian Grand Prix 2001,sepang,irvine,jaguar,12,20,R,0.0,3,Water leak,,
2001,2,Malaysian Grand Prix 2001,sepang,panis,bar,10,21,R,0.0,1,Oil leak,,
2001,2,Malaysian Grand Prix 2001,sepang,raikkonen,sauber,14,22,R,0.0,0,Driveshaft,,
2001,3,Brazilian Grand Prix 2001,interlagos,coulthard,mclaren,5,1,1,10.0,71,Finished,5940834,1:39:00.834
2001,3,Brazilian Grand Prix 2001,interlagos,michael_schumacher,ferrari,1,2,2,6.0,71,Finished,5956998,+16.164
2001,3,Brazilian Grand Prix 2001,interlagos,heidfeld,sauber,9,3,3,4.0,70,+1 Lap,,
2001,3,Brazilian Grand Prix 2001,interlagos,panis,bar,11,4,4,3.0,70,+1 Lap,,
2001,3,Brazilian Grand Prix 2001,interlagos,trulli,jordan,7,5,5,2.0,70,+1 Lap,,
2001,3,Brazilian Grand Prix 2001,interlagos,fisichella,benetton,18,6,6,1.0,70,+1 Lap,,
2001,3,Brazilian Grand Prix 2001,interlagos,villeneuve,bar,12,7,7,0.0,70,+1 Lap,,
2001,3,Brazilian Grand Prix 2001,interlagos,alesi,prost,15,8,8,0.0,70,+1 Lap,,
2001,3,Brazilian Grand Prix 2001,interlagos,marques,minardi,22,9,9,0.0,68,+3 Laps,,
2001,3,Brazilian Grand Prix 2001,interlagos,button,benetton,20,10,10,0.0,64,+7 Laps,,
2001,3,Brazilian Grand Prix 2001,interlagos,frentzen,jordan,8,11,11,0.0,63,Electrical,,
2001,3,Brazilian Grand Prix 2001,interlagos,raikkonen,sauber,10,12,R,0.0,55,Spun off,,
2001,3,Brazilian Grand Prix 2001,interlagos,ralf_schumacher,williams,2,13,R,0.0,54,Spun off,,
2001,3,Brazilian Grand Prix 2001,interlagos,mazzacane,prost,21,14,R,0.0,54,Clutch,,
2001,3,Brazilian Grand Prix 2001,interlagos,irvine,jaguar,13,15,R,0.0,52,Spun off,,
2001,3,Brazilian Grand Prix 2001,interlagos,montoya,williams,4,16,R,0.0,38,Collision,,
2001,3,Brazilian Grand Prix 2001,interlagos,verstappen,arrows,17,17,R,0.0,37,Collision,,
2001,3,Brazilian Grand Prix 2001,interlagos,burti,jaguar,14,18,R,0.0,30,Engine,,
2001,3,Brazilian Grand Prix 2001,interlagos,alonso,minardi,19,19,R,0.0,25,Electrical,,
2001,3,Brazilian Grand Prix 2001,interlagos,bernoldi,arrows,16,20,R,0.0,15,Hydraulics,,
2001,3,Brazilian Grand Prix 2001,interlagos,barrichello,ferrari,6,21,R,0.0,2,Collision,,
2001,3,Brazilian Grand Prix 2001,interlagos,hakkinen,mclaren,3,22,R,0.0,0,Stalled,,
2001,4,San Marino Grand Prix 2001,imola,ralf_schumacher,williams,3,1,1,10.0,62,Finished,5444817,1:30:44.817
2001,4,San Marino Grand Prix 2001,imola,coulthard,mclaren,1,2,2,6.0,62,Finished,5449169,+4.352
2001,4,San Marino Grand Prix 2001,imola,barrichello,ferrari,6,3,3,4.0,62,Finished,5479583,+34.766
2001,4,San Marino Grand Prix 2001,imola,hakkinen,mclaren,2,4,4,3.0,62,Finished,5481132,+36.315
2001,4,San Marino Grand Prix 2001,imola,trulli,jordan,5,5,5,2.0,62,Finished,5530375,+1:25.558
2001,4,San Marino Grand Prix 2001,imola,frentzen,jordan,9,6,6,1.0,61,+1 Lap,,
2001,4,San Marino Grand Prix 2001,imola,heidfeld,sauber,12,7,7,0.0,61,+1 Lap,,
2001,4,San Marino Grand Prix 2001,imola,panis,bar,8,8,8,0.0,61,+1 Lap,,
2001,4,San Marino Grand Prix 2001,imola,alesi,prost,14,9,9,0.0,61,+1 Lap,,
2001,4,San Marino Grand Prix 2001,imola,bernoldi,arrows,16,10,10,0.0,60,+2 Laps,,
2001,4,San Marino Grand Prix 2001,imola,burti,jaguar,15,11,11,0.0,60,+2 Laps,,
2001,4,San Marino Grand Prix 2001,imola,button,benetton,21,12,12,0.0,60,+2 Laps,,
2001,4,San Marino Grand Prix 2001,imola,marques,minardi,22,13,R,0.0,50,Engine,,
2001,4,San Marino Grand Prix 2001,imola,montoya,williams,7,14,R,0.0,48,Clutch,,
2001,4,San Marino Grand Prix 2001,imola,irvine,jaguar,13,15,R,0.0,42,Engine,,
2001,4,San Marino Grand Prix 2001,imola,fisichella,benetton,19,16,R,0.0,31,Engine,,
2001,4,San Marino Grand Prix 2001,imola,villeneuve,bar,11,17,R,0.0,30,Engine,,
2001,4,San Marino Grand Prix 2001,imola,mazzacane,prost,20,18,R,0.0,28,Engine,,
2001,4,San Marino Grand Prix 2001,imola,michael_schumacher,ferrari,4,19,R,0.0,24,Suspension,,
2001,4,San Marino Grand Prix 2001,imola,raikkonen,sauber,10,20,R,0.0,17,Steering,,
2001,4,San Marino Grand Prix 2001,imola,verstappen,arrows,17,21,R,0.0,6,Exhaust,,
2001,4,San Marino Grand Prix 2001,imola,alonso,minardi,18,22,R,0.0,5,Brakes,,
2001,5,Spanish Grand Prix 2001,catalunya,michael_schumacher,ferrari,1,1,1,10.0,65,Finished,5463305,1:31:03.305
2001,5,Spanish Grand Prix 2001,catalunya,montoya,williams,12,2,2,6.0,65,Finished,5504043,+40.738
2001,5,Spanish Grand Prix 2001,catalunya,villeneuve,bar,7,3,3,4.0,65,Finished,5512931,+49.626
2001,5,Spanish Grand Prix 2001,catalunya,trulli,jordan,6,4,4,3.0,65,Finished,5514558,+51.253
2001,5,Spanish Grand Prix 2001,catalunya,coulthard,mclaren,3,5,5,2.0,65,Finished,5514921,+51.616
2001,5,Spanish Grand Prix 2001,catalunya,heidfeld,sauber,10,6,6,1.0,65,Finished,5525198,+1:01.893
2001,5,Spanish Grand Prix 2001,catalunya,panis,bar,11,7,7,0.0,65,Finished,5528282,+1:04.977
2001,5,Spanish Grand Prix 2001,catalunya,raikkonen,sauber,9,8,8,0.0,65,Finished,5543113,+1:19.808
2001,5,Spanish Grand Prix 2001,catalunya,hakkinen,mclaren,2,9,9,0.0,64,Clutch,,
2001,5,Spanish Grand Prix 2001,catalunya,alesi,prost,15,10,10,0.0,64,+1 Lap,,
2001,5,Spanish Grand Prix 2001,catalunya,burti,prost,14,11,11,0.0,64,+1 Lap,,
2001,5,Spanish Grand Prix 2001,catalunya,verstappen,arrows,17,12,12,0.0,63,+2 Laps,,
2001,5,Spanish Grand Prix 2001,catalunya,alonso,minardi,18,13,13,0.0,63,+2 Laps,,
2001,5,Spanish Grand Prix 2001,catalunya,fisichella,benetton,19,14,14,0.0,63,+2 Laps,,
2001,5,Spanish Grand Prix 2001,catalunya,button,benetton,21,15,15,0.0,62,+3 Laps,,
2001,5,Spanish Grand Prix 2001,catalunya,marques,minardi,22,16,16,0.0,62,+3 Laps,,
2001,5,Spanish Grand Prix 2001,catalunya,barrichello,ferrari,4,17,R,0.0,49,Suspension,,
2001,5,Spanish Grand Prix 2001,catalunya,irvine,jaguar,13,18,R,0.0,48,Engine,,
2001,5,Spanish Grand Prix 2001,catalunya,ralf_schumacher,williams,5,19,R,0.0,20,Brakes,,
2001,5,Spanish Grand Prix 2001,catalunya,bernoldi,arrows,16,20,R,0.0,8,Fuel pressure,,
2001,5,Spanish Grand Prix 2001,catalunya,rosa,jaguar,20,21,R,0.0,5,Collision,,
2001,5,Spanish Grand Prix 2001,catalunya,frentzen,jordan,8,22,R,0.0,5,Collision,,
2001,6,Austrian Grand Prix 2001,red_bull_ring,coulthard,mclaren,7,1,1,10.0,71,Finished,5265927,1:27:45.927
2001,6,Austrian Grand Prix 2001,red_bull_ring,michael_schumacher,ferrari,1,2,2,6.0,71,Finished,5268117,+2.190
2001,6,Austrian Grand Prix 2001,red_bull_ring,barrichello,ferrari,4,3,3,4.0,71,Finished,5268454,+2.527
2001,6,Austrian Grand Prix 2001,red_bull_ring,raikkonen,sauber,9,4,4,3.0,71,Finished,5307520,+41.593
2001,6,Austrian Grand Prix 2001,red_bull_ring,panis,bar,10,5,5,2.0,71,Finished,5319702,+53.775
2001,6,Austrian Grand Prix 2001,red_bull_ring,verstappen,arrows,16,6,6,1.0,70,+1 Lap,,
2001,6,Austrian Grand Prix 2001,red_bull_ring,irvine,jaguar,13,7,7,0.0,70,+1 Lap,,
2001,6,Austrian Grand Prix 2001,red_bull_ring,villeneuve,bar,12,8,8,0.0,70,+1 Lap,,
2001,6,Austrian Grand Prix 2001,red_bull_ring,heidfeld,sauber,6,9,9,0.0,69,+2 Laps,,
2001,6,Austrian Grand Prix 2001,red_bull_ring,alesi,prost,20,10,10,0.0,69,+2 Laps,,
2001,6,Austrian Grand Prix 2001,red_bull_ring,burti,prost,17,11,11,0.0,69,+2 Laps,,
2001,6,Austrian Grand Prix 2001,red_bull_ring,button,benetton,21,12,R,0.0,60,Engine,,
2001,6,Austrian Grand Prix 2001,red_bull_ring,rosa,jaguar,14,13,R,0.0,48,Transmission,,
2001,6,Austrian Grand Prix 2001,red_bull_ring,montoya,williams,2,14,R,0.0,41,Hydraulics,,
2001,6,Austrian Grand Prix 2001,red_bull_ring,alonso,minardi,18,15,R,0.0,38,Gearbox,,
2001,6,Austrian Grand Prix 2001,red_bull_ring,marques,minardi,22,16,R,0.0,25,Gearbox,,
2001,6,Austrian Grand Prix 2001,red_bull_ring,bernoldi,arrows,15,17,R,0.0,17,Hydraulics,,
2001,6,Austrian Grand Prix 2001,red_bull_ring,trulli,jordan,5,18,D,0.0,14,Disqualified,,
2001,6,Austrian Grand Prix 2001,red_bull_ring,ralf_schumacher,williams,3,19,R,0.0,10,Brakes,,
2001,6,Austrian Grand Prix 2001,red_bull_ring,fisichella,benetton,19,20,R,0.0,3,Engine,,
2001,6,Austrian Grand Prix 2001,red_bull_ring,hakkinen,mclaren,8,21,R,0.0,1,Transmission,,
2001,6,Austrian Grand Prix 2001,red_bull_ring,frentzen,jordan,11,22,R,0.0,0,Gearbox,,
2001,7,Monaco Grand Prix 2001,monaco,michael_schumacher,ferrari,2,1,1,10.0,78,Finished,6442561,1:47:22.561
2001,7,Monaco Grand Prix 2001,monaco,barrichello,ferrari,4,2,2,6.0,78,Finished,6442992,+0.431
2001,7,Monaco Grand Prix 2001,monaco,irvine,jaguar,6,3,3,4.0,78,Finished,6473259,+30.698
2001,7,Monaco Grand Prix 2001,monaco,villeneuve,bar,9,4,4,3.0,78,Finished,6475015,+32.454
2001,7,Monaco Grand Prix 2001,monaco,coulthard,mclaren,1,5,5,2.0,77,+1 Lap,,
2001,7,Monaco Grand Prix 2001,monaco,alesi,prost,11,6,6,1.0,77,+1 Lap,,
2001,7,Monaco Grand Prix 2001,monaco,button,benetton,17,7,7,0.0,77,+1 Lap,,
2001,7,Monaco Grand Prix 2001,monaco,verstappen,arrows,19,8,8,0.0,77,+1 Lap,,
2001,7,Monaco Grand Prix 2001,monaco,bernoldi,arrows,20,9,9,0.0,76,+2 Laps,,
2001,7,Monaco Grand Prix 2001,monaco,raikkonen,sauber,15,10,10,0.0,73,+5 Laps,,
2001,7,Monaco Grand Prix 2001,monaco,ralf_schumacher,williams,5,11,R,0.0,57,Electrical,,
2001,7,Monaco Grand Prix 2001,monaco,marques,minardi,22,12,R,0.0,56,Transmission,,
2001,7,Monaco Grand Prix 2001,monaco,alonso,minardi,18,13,R,0.0,54,Gearbox,,
2001,7,Monaco Grand Prix 2001,monaco,frentzen,jordan,13,14,R,0.0,49,Accident,,
2001,7,Monaco Grand Prix 2001,monaco,fisichella,benetton,10,15,R,0.0,43,Gearbox,,
2001,7,Monaco Grand Prix 2001,monaco,trulli,jordan,8,16,R,0.0,30,Hydraulics,,
2001,7,Monaco Grand Prix 2001,monaco,burti,prost,21,17,R,0.0,24,Gearbox,,
2001,7,Monaco Grand Prix 2001,monaco,rosa,jaguar,14,18,R,0.0,18,Hydraulics,,
2001,7,Monaco Grand Prix 2001,monaco,hakkinen,mclaren,3,19,R,0.0,15,Steering,,
2001,7,Monaco Grand Prix 2001,monaco,panis,bar,12,20,R,0.0,13,Steering,,
2001,7,Monaco Grand Prix 2001,monaco,montoya,williams,7,21,R,0.0,2,Spun off,,
2001,7,Monaco Grand Prix 2001,monaco,heidfeld,sauber,16,22,R,0.0,0,Collision,,
2001,8,Canadian Grand Prix 2001,villeneuve,ralf_schumacher,williams,2,1,1,10.0,69,Finished,5671522,1:34:31.522
2001,8,Canadian Grand Prix 2001,villeneuve,michael_schumacher,ferrari,1,2,2,6.0,69,Finished,5691757,+20.235
2001,8,Canadian Grand Prix 2001,villeneuve,hakkinen,mclaren,8,3,3,4.0,69,Finished,5712194,+40.672
2001,8,Canadian Grand Prix 2001,villeneuve,raikkonen,sauber,7,4,4,3.0,69,Finished,5739638,+1:08.116
2001,8,Canadian Grand Prix 2001,villeneuve,alesi,prost,16,5,5,2.0,69,Finished,5741957,+1:10.435
2001,8,Canadian Grand Prix 2001,villeneuve,rosa,jaguar,14,6,6,1.0,68,+1 Lap,,
2001,8,Canadian Grand Prix 2001,villeneuve,zonta,jordan,12,7,7,0.0,68,+1 Lap,,
2001,8,Canadian Grand Prix 2001,villeneuve,burti,prost,19,8,8,0.0,68,+1 Lap,,
2001,8,Canadian Grand Prix 2001,villeneuve,marques,minardi,21,9,9,0.0,66,+3 Laps,,
2001,8,Canadian Grand Prix 2001,villeneuve,verstappen,arrows,13,10,10,0.0,65,Brakes,,
2001,8,Canadian Grand Prix 2001,villeneuve,trulli,jordan,4,11,11,0.0,63,Brakes,,
2001,8,Canadian Grand Prix 2001,villeneuve,coulthard,mclaren,3,12,R,0.0,54,Engine,,
2001,8,Canadian Grand Prix 2001,villeneuve,panis,bar,6,13,R,0.0,38,Brakes,,
2001,8,Canadian Grand Prix 2001,villeneuve,villeneuve,bar,9,14,R,0.0,34,Halfshaft,,
2001,8,Canadian Grand Prix 2001,villeneuve,bernoldi,arrows,17,15,R,0.0,24,Engine,,
2001,8,Canadian Grand Prix 2001,villeneuve,montoya,williams,10,16,R,0.0,19,Accident,,
2001,8,Canadian Grand Prix 2001,villeneuve,barrichello,ferrari,5,17,R,0.0,19,Spun off,,
2001,8,Canadian Grand Prix 2001,villeneuve,button,benetton,20,18,R,0.0,17,Oil leak,,
2001,8,Canadian Grand Prix 2001,villeneuve,alonso,minardi,22,19,R,0.0,7,Transmission,,
2001,8,Canadian Grand Prix 2001,villeneuve,heidfeld,sauber,11,20,R,0.0,1,Collision,,
2001,8,Canadian Grand Prix 2001,villeneuve,irvine,jaguar,15,21,R,0.0,1,Collision,,
2001,8,Canadian Grand Prix 2001,villeneuve,fisichella,benetton,18,22,R,0.0,0,Collision,,
2001,9,European Grand Prix 2001,nurburgring,michael_schumacher,ferrari,1,1,1,10.0,67,Finished,5382724,1:29:42.724
2001,9,European Grand Prix 2001,nurburgring,montoya,williams,3,2,2,6.0,67,Finished,5386851,+4.127
2001,9,European Grand Prix 2001,nurburgring,coulthard,mclaren,5,3,3,4.0,67,Finished,5407717,+24.993
2001,9,European Grand Prix 2001,nurburgring,ralf_schumacher,williams,2,4,4,3.0,67,Finished,5416069,+33.345
2001,9,European Grand Prix 2001,nurburgring,barrichello,ferrari,4,5,5,2.0,67,Finished,5428219,+45.495
2001,9,European Grand Prix 2001,nurburgring,hakkinen,mclaren,6,6,6,1.0,67,Finished,5447592,+1:04.868
2001,9,European Grand Prix 2001,nurburgring,irvine,jaguar,12,7,7,0.0,67,Finished,5448922,+1:06.198
2001,9,European Grand Prix 2001,nurburgring,rosa,jaguar,16,8,8,0.0,66,+1 Lap,,
2001,9,European Grand Prix 2001,nurburgring,villeneuve,bar,11,9,9,0.0,66,+1 Lap,,
2001,9,European Grand Prix 2001,nurburgring,raikkonen,sauber,9,10,10,0.0,66,+1 Lap,,
2001,9,European Grand Prix 2001,nurburgring,fisichella,benetton,15,11,11,0.0,66,+1 Lap,,
2001,9,European Grand Prix 2001,nurburgring,burti,prost,17,12,12,0.0,65,+2 Laps,,
2001,9,European Grand Prix 2001,nurburgring,button,benetton,20,13,13,0.0,65,+2 Laps,,
2001,9,European Grand Prix 2001,nurburgring,alonso,minardi,21,14,14,0.0,65,+2 Laps,,
2001,9,European Grand Prix 2001,nurburgring,alesi,prost,14,15,15,0.0,64,Spun off,,
2001,9,European Grand Prix 2001,nurburgring,verstappen,arrows,19,16,R,0.0,58,Engine,,
2001,9,European Grand Prix 2001,nurburgring,heidfeld,sauber,10,17,R,0.0,54,Driveshaft,,
2001,9,European Grand Prix 2001,nurburgring,frentzen,jordan,8,18,R,0.0,48,Spun off,,
2001,9,European Grand Prix 2001,nurburgring,trulli,jordan,7,19,R,0.0,44,Transmission,,
2001,9,European Grand Prix 2001,nurburgring,bernoldi,arrows,18,20,R,0.0,29,Gearbox,,
2001,9,European Grand Prix 2001,nurburgring,panis,bar,13,21,R,0.0,23,Electrical,,
2001,9,European Grand Prix 2001,nurburgring,marques,minardi,22,22,R,0.0,7,Electrical,,
2001,10,French Grand Prix 2001,magny_cours,michael_schumacher,ferrari,2,1,1,10.0,72,Finished,5615636,1:33:35.636
2001,10,French Grand Prix 2001,magny_cours,ralf_schumacher,williams,1,2,2,6.0,72,Finished,5626035,+10.399
2001,10,French Grand Prix 2001,magny_cours,barrichello,ferrari,8,3,3,4.0,72,Finished,5632017,+16.381
2001,10,French Grand Prix 2001,magny_cours,coulthard,mclaren,3,4,4,3.0,72,Finished,5632742,+17.106
2001,10,French Grand Prix 2001,magny_cours,trulli,jordan,5,5,5,2.0,72,Finished,5683921,+1:08.285
2001,10,French Grand Prix 2001,magny_cours,heidfeld,sauber,9,6,6,1.0,71,+1 Lap,,
2001,10,French Grand Prix 2001,magny_cours,raikkonen,sauber,13,7,7,0.0,71,+1 Lap,,
2001,10,French Grand Prix 2001,magny_cours,frentzen,jordan,7,8,8,0.0,71,+1 Lap,,
2001,10,French Grand Prix 2001,magny_cours,panis,bar,11,9,9,0.0,71,+1 Lap,,
2001,10,French Grand Prix 2001,magny_cours,burti,prost,15,10,10,0.0,71,+1 Lap,,
2001,10,French Grand Prix 2001,magny_cours,fisichella,benetton,16,11,11,0.0,71,+1 Lap,,
2001,10,French Grand Prix 2001,magny_cours,alesi,prost,19,12,12,0.0,70,+2 Laps,,
2001,10,French Grand Prix 2001,magny_cours,verstappen,arrows,18,13,13,0.0,70,+2 Laps,,
2001,10,French Grand Prix 2001,magny_cours,rosa,jaguar,14,14,14,0.0,70,+2 Laps,,
2001,10,French Grand Prix 2001,magny_cours,marques,minardi,22,15,15,0.0,69,+3 Laps,,
2001,10,French Grand Prix 2001,magny_cours,button,benetton,17,16,16,0.0,68,Fuel pressure,,
2001,10,French Grand Prix 2001,magny_cours,alonso,minardi,21,17,17,0.0,65,Engine,,
2001,10,French Grand Prix 2001,magny_cours,irvine,jaguar,12,18,R,0.0,54,Engine,,
2001,10,French Grand Prix 2001,magny_cours,montoya,williams,6,19,R,0.0,52,Engine,,
2001,10,French Grand Prix 2001,magny_cours,bernoldi,arrows,20,20,R,0.0,17,Engine,,
2001,10,French Grand Prix 2001,magny_cours,villeneuve,bar,10,21,R,0.0,5,Engine,,
2001,10,French Grand Prix 2001,magny_cours,hakkinen,mclaren,4,22,W,0.0,0,Gearbox,,
2001,11,British Grand Prix 2001,silverstone,hakkinen,mclaren,2,1,1,10.0,60,Finished,5133770,1:25:33.770
2001,11,British Grand Prix 2001,silverstone,michael_schumacher,ferrari,1,2,2,6.0,60,Finished,5167416,+33.646
2001,11,British Grand Prix 2001,silverstone,barrichello,ferrari,6,3,3,4.0,60,Finished,5193051,+59.281
2001,11,British Grand Prix 2001,silverstone,montoya,williams,8,4,4,3.0,60,Finished,5202542,+1:08.772
2001,11,British Grand Prix 2001,silverstone,raikkonen,sauber,7,5,5,2.0,59,+1 Lap,,
2001,11,British Grand Prix 2001,silverstone,heidfeld,sauber,9,6,6,1.0,59,+1 Lap,,
2001,11,British Grand Prix 2001,silverstone,frentzen,jordan,5,7,7,0.0,59,+1 Lap,,
2001,11,British Grand Prix 2001,silverstone,villeneuve,bar,12,8,8,0.0,59,+1 Lap,,
2001,11,British Grand Prix 2001,silverstone,irvine,jaguar,15,9,9,0.0,59,+1 Lap,,
2001,11,British Grand Prix 2001,silverstone,verstappen,arrows,17,10,10,0.0,58,+2 Laps,,
2001,11,British Grand Prix 2001,silverstone,alesi,prost,14,11,11,0.0,58,+2 Laps,,
2001,11,British Grand Prix 2001,silverstone,rosa,jaguar,13,12,12,0.0,58,+2 Laps,,
2001,11,British Grand Prix 2001,silverstone,fisichella,benetton,19,13,13,0.0,58,+2 Laps,,
2001,11,British Grand Prix 2001,silverstone,bernoldi,arrows,20,14,14,0.0,58,+2 Laps,,
2001,11,British Grand Prix 2001,silverstone,button,benetton,18,15,15,0.0,58,+2 Laps,,
2001,11,British Grand Prix 2001,silverstone,alonso,minardi,21,16,16,0.0,57,+3 Laps,,
2001,11,British Grand Prix 2001,silverstone,ralf_schumacher,williams,10,17,R,0.0,36,Engine,,
2001,11,British Grand Prix 2001,silverstone,burti,prost,16,18,R,0.0,6,Engine,,
2001,11,British Grand Prix 2001,silverstone,coulthard,mclaren,3,19,R,0.0,2,Suspension,,
2001,11,British Grand Prix 2001,silverstone,trulli,jordan,4,20,R,0.0,0,Collision,,
2001,11,British Grand Prix 2001,silverstone,panis,bar,11,21,R,0.0,0,Collision,,
2001,11,British Grand Prix 2001,silverstone,marques,minardi,0,22,F,0.0,0,107% Rule,,
2001,12,German Grand Prix 2001,hockenheimring,ralf_schumacher,williams,2,1,1,10.0,45,Finished,4697873,1:18:17.873
2001,12,German Grand Prix 2001,hockenheimring,barrichello,ferrari,6,2,2,6.0,45,Finished,4743990,+46.117
2001,12,German Grand Prix 2001,hockenheimring,villeneuve,bar,12,3,3,4.0,45,Finished,4760679,+1:02.806
2001,12,German Grand Prix 2001,hockenheimring,fisichella,benetton,17,4,4,3.0,45,Finished,4761350,+1:03.477
2001,12,German Grand Prix 2001,hockenheimring,button,benetton,18,5,5,2.0,45,Finished,4763327,+1:05.454
2001,12,German Grand Prix 2001,hockenheimring,alesi,prost,14,6,6,1.0,45,Finished,4763823,+1:05.950
2001,12,German Grand Prix 2001,hockenheimring,panis,bar,13,7,7,0.0,45,Finished,4775400,+1:17.527
2001,12,German Grand Prix 2001,hockenheimring,bernoldi,arrows,19,8,8,0.0,44,+1 Lap,,
2001,12,German Grand Prix 2001,hockenheimring,verstappen,arrows,20,9,9,0.0,44,+1 Lap,,
2001,12,German Grand Prix 2001,hockenheimring,alonso,minardi,21,10,10,0.0,44,+1 Lap,,
2001,12,German Grand Prix 2001,hockenheimring,trulli,jordan,10,11,R,0.0,34,Hydraulics,,
2001,12,German Grand Prix 2001,hockenheimring,coulthard,mclaren,5,12,R,0.0,27,Engine,,
2001,12,German Grand Prix 2001,hockenheimring,marques,minardi,22,13,R,0.0,26,Gearbox,,
2001,12,German Grand Prix 2001,hockenheimring,montoya,williams,1,14,R,0.0,24,Engine,,
2001,12,German Grand Prix 2001,hockenheimring,michael_schumacher,ferrari,4,15,R,0.0,23,Fuel pressure,,
2001,12,German Grand Prix 2001,hockenheimring,burti,prost,16,16,R,0.0,23,Spun off,,
2001,12,German Grand Prix 2001,hockenheimring,raikkonen,sauber,8,17,R,0.0,16,Halfshaft,,
