round,raceId,driverId,driverName,raceFinalPosition,racePoints,cumulativePoints
4,San Marino Grand Prix 2005,wurz,Alexander Wurz,3,6.0,6.0
4,San Marino Grand Prix 2005,liuzzi,Vitantonio Liuzzi,8,1.0,1.0
5,Spanish Grand Prix 2005,liuzzi,Vitantonio Liuzzi,18,0.0,1.0
6,Monaco Grand Prix 2005,liuzzi,Vitantonio Liuzzi,15,0.0,1.0
7,European Grand Prix 2005,liuzzi,Vitantonio Liuzzi,9,0.0,1.0
9,United States Grand Prix 2005,zonta,Ricardo Zonta,17,0.0,0.0
12,German Grand Prix 2005,doornbos,Robert Doornbos,18,0.0,0.0
13,Hungarian Grand Prix 2005,doornbos,Robert Doornbos,18,0.0,0.0
14,Turkish Grand Prix 2005,doornbos,Robert Doornbos,13,0.0,0.0
15,Italian Grand Prix 2005,doornbos,Robert Doornbos,18,0.0,0.0
16,Belgian Grand Prix 2005,doornbos,Robert Doornbos,13,0.0,0.0
17,Brazilian Grand Prix 2005,doornbos,Robert Doornbos,18,0.0,0.0
18,Japanese Grand Prix 2005,doornbos,Robert Doornbos,14,0.0,0.0
19,Chinese Grand Prix 2005,doornbos,Robert Doornbos,14,0.0,0.0
15,Italian Grand Prix 2005,pizzonia,Antônio Pizzonia,7,2.0,2.0
16,Belgian Grand Prix 2005,pizzonia,Antônio Pizzonia,15,0.0,2.0
17,Brazilian Grand Prix 2005,pizzonia,Antônio Pizzonia,19,0.0,2.0
18,Japanese Grand Prix 2005,pizzonia,Antônio Pizzonia,17,0.0,2.0
19,Chinese Grand Prix 2005,pizzonia,Antônio Pizzonia,13,0.0,2.0
